customer_id,date,day_of_week,total_steps,total_distance,tracker_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,month,total_active_minutes,steps_to_distance_ratio
1503960366,2016-04-12,Tuesday,13162,8.5,8.5,1.88,0.55,6.06,0.0,25,13,328,728,1985,4,366,1548.5
1503960366,2016-04-13,Wednesday,10735,6.97,6.97,1.57,0.69,4.71,0.0,21,19,217,776,1797,4,257,1540.2
1503960366,2016-04-14,Thursday,10460,6.74,6.74,2.44,0.4,3.91,0.0,30,11,181,1218,1776,4,222,1551.9
1503960366,2016-04-15,Friday,9762,6.28,6.28,2.14,1.26,2.83,0.0,29,34,209,726,1745,4,272,1554.5
1503960366,2016-04-16,Saturday,12669,8.16,8.16,2.71,0.41,5.04,0.0,36,10,221,773,1863,4,267,1552.6
1503960366,2016-04-17,Sunday,9705,6.48,6.48,3.19,0.78,2.51,0.0,38,20,164,539,1728,4,222,1497.7
1503960366,2016-04-18,Monday,13019,8.59,8.59,3.25,0.64,4.71,0.0,42,16,233,1149,1921,4,291,1515.6
1503960366,2016-04-19,Tuesday,15506,9.88,9.88,3.53,1.32,5.03,0.0,50,31,264,775,2035,4,345,1569.4
1503960366,2016-04-20,Wednesday,10544,6.68,6.68,1.96,0.48,4.24,0.0,28,12,205,818,1786,4,245,1578.4
1503960366,2016-04-21,Thursday,9819,6.34,6.34,1.34,0.35,4.65,0.0,19,8,211,838,1775,4,238,1548.7
1503960366,2016-04-22,Friday,12764,8.13,8.13,4.76,1.12,2.24,0.0,66,27,130,1217,1827,4,223,1570.0
1503960366,2016-04-23,Saturday,14371,9.04,9.04,2.81,0.87,5.36,0.0,41,21,262,732,1949,4,324,1589.7
1503960366,2016-04-24,Sunday,10039,6.41,6.41,2.92,0.21,3.28,0.0,39,5,238,709,1788,4,282,1566.1
1503960366,2016-04-25,Monday,15355,9.8,9.8,5.29,0.57,3.94,0.0,73,14,216,814,2013,4,303,1566.8
1503960366,2016-04-26,Tuesday,13755,8.79,8.79,2.33,0.92,5.54,0.0,31,23,279,833,1970,4,333,1564.8
1503960366,2016-04-27,Wednesday,18134,12.21,12.21,6.4,0.41,5.41,0.0,78,11,243,1108,2159,4,332,1485.2
1503960366,2016-04-28,Thursday,13154,8.53,8.53,3.54,1.16,3.79,0.0,48,28,189,782,1898,4,265,1542.1
1503960366,2016-04-29,Friday,11181,7.15,7.15,1.06,0.5,5.58,0.0,16,12,243,815,1837,4,271,1563.8
1503960366,2016-04-30,Saturday,14673,9.25,9.25,3.56,1.42,4.27,0.0,52,34,217,712,1947,4,303,1586.3
1503960366,2016-05-01,Sunday,10602,6.81,6.81,2.29,1.6,2.92,0.0,33,35,246,730,1820,5,314,1556.8
1503960366,2016-05-02,Monday,14727,9.71,9.71,3.21,0.57,5.92,0.0,41,15,277,798,2004,5,333,1516.7
1503960366,2016-05-03,Tuesday,15103,9.66,9.66,3.73,1.05,4.88,0.0,50,24,254,816,1990,5,328,1563.5
1503960366,2016-05-04,Wednesday,11100,7.15,7.15,2.46,0.87,3.82,0.0,36,22,203,1179,1819,5,261,1552.4
1503960366,2016-05-05,Thursday,14070,8.9,8.9,2.92,1.08,4.88,0.0,45,24,250,857,1959,5,319,1580.9
1503960366,2016-05-06,Friday,12159,8.03,8.03,1.97,0.25,5.81,0.0,24,6,289,754,1896,5,319,1514.2
1503960366,2016-05-07,Saturday,11992,7.71,7.71,2.46,2.12,3.13,0.0,37,46,175,833,1821,5,258,1555.4
1503960366,2016-05-08,Sunday,10060,6.58,6.58,3.53,0.32,2.73,0.0,44,8,203,574,1740,5,255,1528.9
1503960366,2016-05-09,Monday,12022,7.72,7.72,3.45,0.53,3.74,0.0,46,11,206,835,1819,5,263,1557.3
1503960366,2016-05-10,Tuesday,12207,7.77,7.77,3.35,1.16,3.26,0.0,46,31,214,746,1859,5,291,1571.0
1503960366,2016-05-11,Wednesday,12770,8.13,8.13,2.56,1.01,4.55,0.0,36,23,251,669,1783,5,310,1570.7
1503960366,2016-05-12,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,5,0,
1624580081,2016-04-12,Tuesday,8163,5.31,5.31,0.0,0.0,5.31,0.0,0,0,146,1294,1432,4,146,1537.3
1624580081,2016-04-13,Wednesday,7007,4.55,4.55,0.0,0.0,4.55,0.0,0,0,148,1292,1411,4,148,1540.0
1624580081,2016-04-14,Thursday,9107,5.92,5.92,0.0,0.0,5.91,0.01,0,0,236,1204,1572,4,236,1538.3
1624580081,2016-04-15,Friday,1510,0.98,0.98,0.0,0.0,0.97,0.0,0,0,96,1344,1344,4,96,1540.8
1624580081,2016-04-16,Saturday,5370,3.49,3.49,0.0,0.0,3.49,0.0,0,0,176,1264,1463,4,176,1538.7
1624580081,2016-04-17,Sunday,6175,4.06,4.06,1.03,1.52,1.49,0.01,15,22,127,1276,1554,4,164,1520.9
1624580081,2016-04-18,Monday,10536,7.41,7.41,2.15,0.62,4.62,0.01,17,7,202,1214,1604,4,226,1421.9
1624580081,2016-04-19,Tuesday,2916,1.9,1.9,0.0,0.0,1.9,0.0,0,0,141,1299,1435,4,141,1534.7
1624580081,2016-04-20,Wednesday,4974,3.23,3.23,0.0,0.0,3.23,0.0,0,0,151,1289,1446,4,151,1539.9
1624580081,2016-04-21,Thursday,6349,4.13,4.13,0.0,0.0,4.11,0.02,0,0,186,1254,1467,4,186,1537.3
1624580081,2016-04-22,Friday,4026,2.62,2.62,0.0,0.0,2.6,0.0,0,0,199,1241,1470,4,199,1536.6
1624580081,2016-04-23,Saturday,8538,5.55,5.55,0.0,0.0,5.54,0.01,0,0,227,1213,1562,4,227,1538.4
1624580081,2016-04-24,Sunday,6076,3.95,3.95,1.15,0.91,1.89,0.0,16,18,185,1221,1617,4,219,1538.2
1624580081,2016-04-25,Monday,6497,4.22,4.22,0.0,0.0,4.2,0.02,0,0,202,1238,1492,4,202,1539.6
1624580081,2016-04-26,Tuesday,2826,1.84,1.84,0.0,0.0,1.83,0.01,0,0,140,1300,1402,4,140,1535.9
1624580081,2016-04-27,Wednesday,8367,5.44,5.44,1.11,1.87,2.46,0.0,17,36,154,1233,1670,4,207,1538.1
1624580081,2016-04-28,Thursday,2759,1.79,1.79,0.0,0.2,1.6,0.0,0,5,115,1320,1401,4,120,1541.3
1624580081,2016-04-29,Friday,2390,1.55,1.55,0.0,0.0,1.55,0.0,0,0,150,1290,1404,4,150,1541.9
1624580081,2016-04-30,Saturday,6474,4.3,4.3,0.9,1.28,2.12,0.01,11,23,224,1182,1655,4,258,1505.6
1624580081,2016-05-01,Sunday,36019,28.03,28.03,21.92,4.19,1.91,0.02,186,63,171,1020,2690,5,420,1285.0
1624580081,2016-05-02,Monday,7155,4.93,4.93,0.86,0.59,3.47,0.0,7,6,166,1261,1497,5,179,1451.3
1624580081,2016-05-03,Tuesday,2100,1.37,1.37,0.0,0.0,1.34,0.02,0,0,96,1344,1334,5,96,1532.8
1624580081,2016-05-04,Wednesday,2193,1.43,1.43,0.0,0.0,1.42,0.0,0,0,118,1322,1368,5,118,1533.6
1624580081,2016-05-05,Thursday,2470,1.61,1.61,0.0,0.0,1.58,0.02,0,0,117,1323,1370,5,117,1534.2
1624580081,2016-05-06,Friday,1727,1.12,1.12,0.0,0.0,1.12,0.01,0,0,102,1338,1341,5,102,1542.0
1624580081,2016-05-07,Saturday,2104,1.37,1.37,0.0,0.0,1.37,0.0,0,0,182,1258,1474,5,182,1535.8
1624580081,2016-05-08,Sunday,3427,2.23,2.23,0.0,0.0,2.22,0.0,0,0,152,1288,1427,5,152,1536.8
1624580081,2016-05-09,Monday,1732,1.13,1.13,0.0,0.0,1.13,0.0,0,0,91,1349,1328,5,91,1532.7
1624580081,2016-05-10,Tuesday,2969,1.93,1.93,0.0,0.0,1.92,0.01,0,0,139,1301,1393,5,139,1538.3
1624580081,2016-05-11,Wednesday,3134,2.04,2.04,0.0,0.0,2.04,0.0,0,0,112,1328,1359,5,112,1536.3
1624580081,2016-05-12,Thursday,2971,1.93,1.93,0.0,0.0,1.92,0.01,0,0,107,890,1002,5,107,1539.4
1644430081,2016-04-12,Tuesday,10694,7.77,7.77,0.14,2.3,5.33,0.0,2,51,256,1131,3199,4,309,1376.3
1644430081,2016-04-13,Wednesday,8001,5.82,5.82,2.28,0.9,2.64,0.0,30,16,135,1259,2902,4,181,1374.7
1644430081,2016-04-14,Thursday,11037,8.02,8.02,0.36,2.56,5.1,0.0,5,58,252,1125,3226,4,315,1376.2
1644430081,2016-04-15,Friday,5263,3.83,3.83,0.22,0.15,3.45,0.0,3,4,170,1263,2750,4,177,1374.2
1644430081,2016-04-16,Saturday,15300,11.12,11.12,4.1,1.88,5.09,0.0,51,42,212,1135,3493,4,305,1375.9
1644430081,2016-04-17,Sunday,8757,6.37,6.37,2.25,0.57,3.55,0.0,29,13,186,1212,3011,4,228,1374.7
1644430081,2016-04-18,Monday,7132,5.19,5.19,1.07,1.67,2.45,0.0,15,33,121,1271,2806,4,169,1374.2
1644430081,2016-04-19,Tuesday,11256,8.18,8.18,0.36,2.53,5.3,0.0,5,58,278,1099,3300,4,341,1376.0
1644430081,2016-04-20,Wednesday,2436,1.77,1.77,0.0,0.0,1.76,0.01,0,0,125,1315,2430,4,125,1376.3
1644430081,2016-04-21,Thursday,1223,0.89,0.89,0.0,0.0,0.88,0.01,0,0,38,1402,2140,4,38,1374.2
1644430081,2016-04-22,Friday,3673,2.67,2.67,0.0,0.0,2.66,0.01,0,0,86,1354,2344,4,86,1375.7
1644430081,2016-04-23,Saturday,6637,4.83,4.83,0.0,0.58,4.25,0.0,0,15,160,1265,2677,4,175,1374.1
1644430081,2016-04-24,Sunday,3321,2.41,2.41,0.0,0.0,2.41,0.0,0,0,89,1351,2413,4,89,1378.0
1644430081,2016-04-25,Monday,3580,2.6,2.6,0.59,0.06,1.95,0.0,8,1,94,1337,2497,4,103,1376.9
1644430081,2016-04-26,Tuesday,9919,7.21,7.21,0.8,1.72,4.69,0.0,11,41,223,1165,3123,4,275,1375.7
1644430081,2016-04-27,Wednesday,3032,2.2,2.2,0.0,0.0,2.2,0.0,0,0,118,1322,2489,4,118,1378.2
1644430081,2016-04-28,Thursday,9405,6.84,6.84,0.2,2.32,4.31,0.0,3,53,227,1157,3108,4,283,1375.0
1644430081,2016-04-29,Friday,3176,2.31,2.31,0.0,0.0,2.31,0.0,0,0,120,1193,2498,4,120,1374.9
1644430081,2016-04-30,Saturday,18213,13.24,13.24,0.63,3.14,9.46,0.0,9,71,402,816,3846,4,482,1375.6
1644430081,2016-05-01,Sunday,6132,4.46,4.46,0.24,0.99,3.23,0.0,3,24,146,908,2696,5,173,1374.9
1644430081,2016-05-02,Monday,3758,2.73,2.73,0.07,0.31,2.35,0.0,1,7,148,682,2580,5,156,1376.6
1644430081,2016-05-03,Tuesday,12850,9.34,9.34,0.72,4.09,4.54,0.0,10,94,221,1115,3324,5,325,1375.8
1644430081,2016-05-04,Wednesday,2309,1.68,1.68,0.0,0.0,1.66,0.02,0,0,52,1388,2222,5,52,1374.4
1644430081,2016-05-05,Thursday,4363,3.19,3.19,0.52,0.54,2.13,0.01,6,12,81,1341,2463,5,99,1367.7
1644430081,2016-05-06,Friday,9787,7.12,7.12,0.82,0.27,6.01,0.02,11,6,369,1054,3328,5,386,1374.6
1644430081,2016-05-07,Saturday,13372,9.72,9.72,3.26,0.79,5.67,0.01,41,17,243,1139,3404,5,301,1375.7
1644430081,2016-05-08,Sunday,6724,4.89,4.89,0.0,0.0,4.88,0.0,0,0,295,991,2987,5,295,1375.1
1644430081,2016-05-09,Monday,6643,4.83,4.83,2.39,0.35,2.09,0.01,32,6,303,1099,3008,5,341,1375.4
1644430081,2016-05-10,Tuesday,9167,6.66,6.66,0.88,0.81,4.97,0.01,12,19,155,1254,2799,5,186,1376.4
1644430081,2016-05-11,Wednesday,1329,0.97,0.97,0.0,0.0,0.95,0.01,0,0,49,713,1276,5,49,1370.1
1844505072,2016-04-12,Tuesday,6697,4.43,4.43,0.0,0.0,4.43,0.0,0,0,339,1101,2030,4,339,1511.7
1844505072,2016-04-13,Wednesday,4929,3.26,3.26,0.0,0.0,3.26,0.0,0,0,248,1192,1860,4,248,1512.0
1844505072,2016-04-14,Thursday,7937,5.25,5.25,0.0,0.0,5.23,0.0,0,0,373,843,2130,4,373,1511.8
1844505072,2016-04-15,Friday,3844,2.54,2.54,0.0,0.0,2.54,0.0,0,0,176,527,1725,4,176,1513.4
1844505072,2016-04-16,Saturday,3414,2.26,2.26,0.0,0.0,2.26,0.0,0,0,147,1293,1657,4,147,1510.6
1844505072,2016-04-17,Sunday,4525,2.99,2.99,0.14,0.26,2.59,0.0,2,8,199,1231,1793,4,209,1513.4
1844505072,2016-04-18,Monday,4597,3.04,3.04,0.0,0.48,2.56,0.0,0,12,217,1211,1814,4,229,1512.2
1844505072,2016-04-19,Tuesday,197,0.13,0.13,0.0,0.0,0.13,0.0,0,0,10,1430,1366,4,10,1515.4
1844505072,2016-04-20,Wednesday,8,0.01,0.01,0.0,0.0,0.01,0.0,0,0,1,1439,1349,4,1,800.0
1844505072,2016-04-21,Thursday,8054,5.32,5.32,0.12,0.52,4.68,0.0,2,13,308,1117,2062,4,323,1513.9
1844505072,2016-04-22,Friday,5372,3.55,3.55,0.0,0.0,3.55,0.0,0,0,220,1220,1827,4,220,1513.2
1844505072,2016-04-23,Saturday,3570,2.36,2.36,0.0,0.0,2.36,0.0,0,0,139,1301,1645,4,139,1512.7
1844505072,2016-04-24,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,4,0,
1844505072,2016-04-25,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,4,0,
1844505072,2016-04-26,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,4,0,
1844505072,2016-04-27,Wednesday,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,4,1,
1844505072,2016-04-28,Thursday,6907,4.57,4.57,0.0,0.0,4.56,0.0,0,0,302,1138,1992,4,302,1511.4
1844505072,2016-04-29,Friday,4920,3.25,3.25,0.0,0.0,3.25,0.0,0,0,247,1082,1856,4,247,1513.8
1844505072,2016-04-30,Saturday,4014,2.67,2.67,0.0,0.0,2.65,0.0,0,0,184,218,1763,4,184,1503.4
1844505072,2016-05-01,Sunday,2573,1.7,1.7,0.0,0.26,1.45,0.0,0,7,75,585,1541,5,82,1513.5
1844505072,2016-05-02,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,5,0,
1844505072,2016-05-03,Tuesday,4059,2.68,2.68,0.0,0.0,2.68,0.0,0,0,184,1256,1742,5,184,1514.6
1844505072,2016-05-04,Wednesday,2080,1.37,1.37,0.0,0.0,1.37,0.0,0,0,87,1353,1549,5,87,1518.2
1844505072,2016-05-05,Thursday,2237,1.48,1.48,0.0,0.0,1.48,0.0,0,0,120,1320,1589,5,120,1511.5
1844505072,2016-05-06,Friday,44,0.03,0.03,0.0,0.0,0.03,0.0,0,0,2,1438,1351,5,2,1466.7
1844505072,2016-05-07,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,5,0,
1844505072,2016-05-08,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,5,0,
1844505072,2016-05-09,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,5,0,
1844505072,2016-05-10,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,5,0,
1844505072,2016-05-11,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,5,0,
1844505072,2016-05-12,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,5,0,
1927972279,2016-04-12,Tuesday,678,0.47,0.47,0.0,0.0,0.47,0.0,0,0,55,734,2220,4,55,1442.6
1927972279,2016-04-13,Wednesday,356,0.25,0.25,0.0,0.0,0.25,0.0,0,0,32,986,2151,4,32,1424.0
1927972279,2016-04-14,Thursday,2163,1.5,1.5,0.0,0.4,1.1,0.0,0,9,88,1292,2383,4,97,1442.0
1927972279,2016-04-15,Friday,980,0.68,0.68,0.0,0.0,0.68,0.0,0,0,51,941,2221,4,51,1441.2
1927972279,2016-04-16,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,4,0,
1927972279,2016-04-17,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,4,0,
1927972279,2016-04-18,Monday,244,0.17,0.17,0.0,0.0,0.17,0.0,0,0,17,1423,2111,4,17,1435.3
1927972279,2016-04-19,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,4,0,
1927972279,2016-04-20,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,4,0,
1927972279,2016-04-21,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,4,0,
1927972279,2016-04-22,Friday,149,0.1,0.1,0.0,0.0,0.1,0.0,0,0,10,1430,2093,4,10,1490.0
1927972279,2016-04-23,Saturday,2945,2.04,2.04,0.0,0.0,2.04,0.0,0,0,145,1295,2499,4,145,1443.6
1927972279,2016-04-24,Sunday,2090,1.45,1.45,0.07,0.24,1.14,0.0,1,6,75,1358,2324,4,82,1441.4
1927972279,2016-04-25,Monday,152,0.11,0.11,0.0,0.0,0.11,0.0,0,0,12,1303,2100,4,12,1381.8
1927972279,2016-04-26,Tuesday,3761,2.6,2.6,0.0,0.0,2.6,0.0,0,0,192,1058,2638,4,192,1446.5
1927972279,2016-04-27,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,4,0,
1927972279,2016-04-28,Thursday,1675,1.16,1.16,0.0,0.0,1.16,0.0,0,0,95,1167,2351,4,95,1444.0
1927972279,2016-04-29,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,4,0,
1927972279,2016-04-30,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,4,0,
1927972279,2016-05-01,Sunday,2704,1.87,1.87,1.01,0.03,0.83,0.0,14,1,70,1355,2411,5,85,1446.0
1927972279,2016-05-02,Monday,3790,2.62,2.62,1.16,0.3,1.16,0.0,16,8,94,1322,2505,5,118,1446.6
1927972279,2016-05-03,Tuesday,1326,0.92,0.92,0.73,0.0,0.18,0.0,10,0,17,1413,2195,5,27,1441.3
1927972279,2016-05-04,Wednesday,1786,1.24,1.24,0.0,0.0,1.24,0.0,0,0,87,1353,2338,5,87,1440.3
1927972279,2016-05-05,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,5,0,
1927972279,2016-05-06,Friday,2091,1.45,1.45,0.0,0.0,1.45,0.0,0,0,108,1332,2383,5,108,1442.1
1927972279,2016-05-07,Saturday,1510,1.04,1.04,0.0,0.0,1.04,0.0,0,0,48,1392,2229,5,48,1451.9
1927972279,2016-05-08,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,5,0,
1927972279,2016-05-09,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,5,0,
1927972279,2016-05-10,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,5,0,
1927972279,2016-05-11,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,5,0,
1927972279,2016-05-12,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383,5,0,
2022484408,2016-04-12,Tuesday,11875,8.34,8.34,3.31,0.77,4.26,0.0,42,14,227,1157,2390,4,283,1423.9
2022484408,2016-04-13,Wednesday,12024,8.5,8.5,2.99,0.1,5.41,0.0,43,5,292,1100,2601,4,340,1414.6
2022484408,2016-04-14,Thursday,10690,7.5,7.5,2.48,0.21,4.82,0.0,32,3,257,1148,2312,4,292,1425.3
2022484408,2016-04-15,Friday,11034,8.03,8.03,1.94,0.31,5.78,0.0,27,9,282,1122,2525,4,318,1374.1
2022484408,2016-04-16,Saturday,10100,7.09,7.09,3.15,0.55,3.39,0.0,41,11,151,1237,2177,4,203,1424.5
2022484408,2016-04-17,Sunday,15112,11.4,11.4,3.87,0.66,6.88,0.0,28,29,331,1052,2782,4,388,1325.6
2022484408,2016-04-18,Monday,14131,10.07,10.07,3.64,0.12,6.3,0.0,48,3,311,1078,2770,4,362,1403.3
2022484408,2016-04-19,Tuesday,11548,8.53,8.53,3.29,0.24,5.0,0.0,31,7,250,1152,2489,4,288,1353.8
2022484408,2016-04-20,Wednesday,15112,10.67,10.67,3.34,1.93,5.4,0.0,48,63,276,1053,2897,4,387,1416.3
2022484408,2016-04-21,Thursday,12453,8.74,8.74,3.33,1.11,4.31,0.0,104,53,255,1028,3158,4,412,1424.8
2022484408,2016-04-22,Friday,12954,9.33,9.33,4.43,0.42,4.47,0.0,52,10,273,1105,2638,4,335,1388.4
2022484408,2016-04-23,Saturday,6001,4.21,4.21,0.0,0.0,4.21,0.0,0,0,249,1191,2069,4,249,1425.4
2022484408,2016-04-24,Sunday,13481,10.28,10.28,4.55,1.15,4.58,0.0,37,26,216,1161,2529,4,279,1311.4
2022484408,2016-04-25,Monday,11369,8.01,8.01,3.33,0.22,4.46,0.0,44,8,217,1171,2470,4,269,1419.4
2022484408,2016-04-26,Tuesday,10119,7.19,7.19,1.43,0.66,5.11,0.0,55,24,275,1086,2793,4,354,1407.4
2022484408,2016-04-27,Wednesday,10159,7.13,7.13,1.04,0.97,5.12,0.0,19,20,282,1119,2463,4,321,1424.8
2022484408,2016-04-28,Thursday,10140,7.12,7.12,0.41,1.33,5.39,0.0,6,20,291,1123,2296,4,317,1424.2
2022484408,2016-04-29,Friday,10245,7.19,7.19,0.48,1.21,5.5,0.0,21,40,281,1098,2611,4,342,1424.9
2022484408,2016-04-30,Saturday,18387,12.91,12.91,0.94,1.4,10.57,0.0,13,23,361,1043,2732,4,397,1424.2
2022484408,2016-05-01,Sunday,10538,7.4,7.4,1.94,0.96,4.5,0.0,25,28,245,1142,2380,5,298,1424.1
2022484408,2016-05-02,Monday,10379,7.29,7.29,2.61,0.34,4.33,0.0,36,8,277,1119,2473,5,321,1423.7
2022484408,2016-05-03,Tuesday,12183,8.74,8.74,3.99,0.46,4.28,0.0,72,14,250,1104,2752,5,336,1393.9
2022484408,2016-05-04,Wednesday,11768,8.29,8.29,2.51,0.93,4.85,0.0,36,27,272,1105,2649,5,335,1419.5
2022484408,2016-05-05,Thursday,11895,8.35,8.35,2.79,0.86,4.7,0.0,55,20,253,1112,2609,5,328,1424.6
2022484408,2016-05-06,Friday,10227,7.18,7.18,1.87,0.67,4.64,0.0,24,17,295,1104,2498,5,336,1424.4
2022484408,2016-05-07,Saturday,6708,4.71,4.71,1.61,0.08,3.02,0.0,20,2,149,1269,1995,5,171,1424.2
2022484408,2016-05-08,Sunday,3292,2.31,2.31,0.0,0.0,2.31,0.0,0,0,135,1305,1848,5,135,1425.1
2022484408,2016-05-09,Monday,13379,9.39,9.39,2.12,1.63,5.64,0.0,35,47,297,1061,2709,5,379,1424.8
2022484408,2016-05-10,Tuesday,12798,8.98,8.98,2.22,1.21,5.56,0.0,57,28,271,1084,2797,5,356,1425.2
2022484408,2016-05-11,Wednesday,13272,9.32,9.32,4.18,1.15,3.99,0.0,58,25,224,1133,2544,5,307,1424.0
2022484408,2016-05-12,Thursday,9117,6.41,6.41,1.28,0.67,4.44,0.0,16,16,236,728,1853,5,268,1422.3
2026352035,2016-04-12,Tuesday,4414,2.74,2.74,0.19,0.35,2.2,0.0,3,8,181,706,1459,4,192,1610.9
2026352035,2016-04-13,Wednesday,4993,3.1,3.1,0.0,0.0,3.1,0.0,0,0,238,663,1521,4,238,1610.6
